,timestamp,client_id,produit_id,price,quantity,revenue
5143,2022-11-29 20:42:25,1085,123,16,2,32
4769,2022-08-06 23:34:51,563,42,12,2,24
4842,2022-11-07 20:45:41,1398,14,18,2,36
2081,2022-10-19 23:34:06,3733,98,18,4,72
4837,2022-11-11 22:46:26,2457,156,18,3,54
6633,2022-09-21 19:15:56,1480,94,12,1,12
9175,2022-12-08 21:20:53,1697,118,12,1,12
9418,2022-12-14 07:37:00,1851,195,18,5,90
581,2022-07-06 19:15:59,3750,203,12,4,48
9344,2022-10-09 20:32:24,421,50,17,7,119
4468,2022-08-08 08:19:44,574,242,12,7,84
7077,2022-10-07 21:12:27,3271,247,12,2,24
1975,2022-08-28 08:15:29,3828,32,12,5,60
5942,2022-08-07 23:41:35,1679,236,12,1,12
1547,2022-08-20 21:59:40,840,147,12,6,72
9576,2022-08-06 06:25:01,1920,110,17,5,85
3152,2022-11-28 21:51:36,1003,17,12,2,24
5223,2022-09-04 23:24:14,1651,157,15,7,105
8365,2022-07-20 23:47:06,535,77,17,1,17
1355,2022-08-24 10:55:43,3177,25,15,5,75
8289,2022-08-15 23:52:47,2628,159,12,6,72
5617,2022-10-22 22:08:52,2364,48,12,8,96
4197,2022-12-28 19:36:38,1664,139,12,2,24
3855,2022-10-25 20:41:00,707,195,18,5,90
5234,2022-09-13 14:41:00,3455,15,14,2,28
4336,2022-12-10 04:54:39,802,114,18,6,108
6649,2022-08-23 23:17:37,223,25,15,3,45
1324,2022-10-31 23:30:51,2935,243,12,5,60
4032,2022-12-15 23:02:41,3838,151,12,1,12
7840,2022-12-23 22:45:47,943,107,12,2,24
9248,2022-09-28 02:19:15,2890,43,12,4,48
3333,2022-09-02 20:16:52,2687,208,15,2,30
810,2022-12-25 20:55:56,625,192,18,1,18
7533,2022-07-13 20:22:00,2837,87,18,2,36
337,2022-12-20 19:22:08,882,5,12,6,72
957,2022-10-19 18:55:46,1740,225,12,7,84
1284,2022-08-03 20:54:17,11,9,17,5,85
1696,2022-12-25 20:09:53,830,228,17,1,17
3199,2022-07-30 22:54:32,387,228,17,4,68
4285,2022-08-24 19:03:49,146,133,17,1,17
4330,2022-12-05 19:01:54,1099,77,17,1,17
9028,2022-09-26 20:08:58,3837,73,12,1,12
8677,2022-09-13 21:06:06,706,88,15,1,15
1140,2022-12-13 18:38:34,2544,211,12,3,36
4438,2022-10-05 07:16:44,1210,118,12,7,84
3882,2022-12-21 09:54:06,1841,103,12,6,72
2051,2022-12-18 20:12:05,660,25,15,2,30
8318,2022-10-08 21:16:03,277,107,12,5,60
8363,2022-11-13 11:49:32,2976,31,18,1,18
4677,2022-08-25 21:50:46,1277,164,14,2,28
2800,2022-11-16 07:24:05,98,14,18,4,72
7052,2022-11-03 16:21:55,1721,33,17,3,51
6002,2022-12-03 03:46:37,3406,29,18,4,72
5890,2022-12-04 03:37:55,571,211,12,5,60
207,2022-10-10 23:57:42,3608,221,12,2,24
9273,2022-10-10 20:23:38,2797,207,12,1,12
7213,2022-11-29 19:44:09,1049,194,17,3,51
3608,2022-12-15 13:38:25,3913,25,15,1,15
6589,2022-07-31 19:56:22,2073,171,17,10,170
6519,2022-10-26 20:08:02,344,217,12,2,24
7697,2022-07-02 19:41:13,969,209,15,5,75
4541,2022-12-22 21:27:17,1994,67,12,3,36
4253,2022-09-18 19:50:45,3866,29,18,1,18
7950,2022-12-10 22:34:38,1647,62,17,3,51
8971,2022-09-06 14:35:32,3361,201,12,2,24
4497,2022-07-03 20:40:41,2066,235,18,3,54
6134,2022-07-19 00:21:22,749,16,18,1,18
7891,2022-12-07 23:27:56,1338,155,12,5,60
9118,2022-11-03 19:39:42,3339,113,18,1,18
5363,2022-09-30 11:22:07,2102,157,15,8,120
1591,2022-09-11 04:54:06,697,135,12,1,12
3210,2022-12-19 12:47:37,2624,114,18,2,36
1343,2022-08-07 21:23:49,3698,100,18,1,18
4453,2022-08-11 21:31:12,1590,210,18,6,108
8376,2022-11-26 19:34:41,3558,122,12,2,24
5508,2022-09-23 21:18:28,1991,177,14,5,70
4256,2022-09-14 22:20:05,3507,12,12,2,24
5032,2022-12-27 22:01:42,1985,111,17,3,51
7217,2022-10-27 22:45:22,474,13,12,2,24
786,2022-07-27 07:46:55,2939,166,16,4,64
9377,2022-11-21 21:35:23,573,198,12,5,60
525,2022-12-28 19:29:01,2826,122,12,3,36
577,2022-11-13 09:53:54,403,121,17,4,68
1360,2022-07-12 14:19:44,915,230,12,3,36
8032,2022-07-15 20:06:10,2030,32,12,1,12
3615,2022-10-04 00:03:40,2802,215,17,1,17
2430,2022-07-15 20:04:08,3673,30,12,2,24
2198,2022-07-23 22:47:57,2738,100,18,3,54
9254,2022-09-30 11:52:21,901,40,15,2,30
2773,2022-08-18 19:03:33,3983,153,18,4,72
7863,2022-08-31 22:35:00,682,21,18,4,72
6991,2022-11-06 21:56:10,3677,65,16,9,144
621,2022-07-08 20:59:35,774,199,17,8,136
3184,2022-11-15 19:16:41,300,61,18,3,54
9999,2022-11-06 22:47:37,3168,214,12,6,72
9769,2022-12-03 20:52:47,922,160,18,7,126
1174,2022-11-10 19:47:53,2067,64,14,8,112
9232,2022-12-11 22:40:00,2950,136,18,1,18
9774,2022-11-25 02:19:49,3846,205,12,2,24
8431,2022-07-16 23:11:49,720,95,18,5,90
6546,2022-11-03 13:10:14,18,191,15,1,15
9699,2022-11-24 12:10:57,15,243,12,3,36
262,2022-12-09 22:01:24,221,73,12,3,36
646,2022-12-02 14:31:18,3473,83,16,1,16
9618,2022-11-27 22:16:43,3511,148,18,5,90
1719,2022-12-15 20:55:04,2380,179,12,5,60
9390,2022-11-25 22:50:38,3059,222,18,11,198
8924,2022-09-21 16:57:34,348,117,12,2,24
6237,2022-09-25 13:44:46,1653,50,17,2,34
7022,2022-10-13 23:29:22,1197,98,18,8,144
823,2022-08-24 20:23:55,3733,225,12,4,48
195,2022-12-20 19:25:21,757,228,17,5,85
5340,2022-08-30 19:47:55,3532,146,16,2,32
4961,2022-12-16 21:55:35,3663,168,17,3,51
9386,2022-07-03 21:34:05,701,233,18,1,18
8497,2022-12-10 19:45:54,2459,107,12,4,48
6271,2022-08-21 19:18:41,2114,50,17,4,68
2645,2022-07-17 15:18:59,2199,72,18,5,90
8746,2022-11-27 08:52:58,1547,163,12,9,108
566,2022-11-14 23:43:28,462,215,17,8,136
315,2022-09-14 20:02:45,1148,173,18,2,36
7462,2022-09-08 23:41:20,649,151,12,2,24
7072,2022-12-09 15:04:26,3905,186,18,9,162
9626,2022-09-07 14:43:42,3271,245,18,2,36
4651,2022-07-02 18:56:31,2684,170,12,1,12
5799,2022-10-25 21:12:23,3267,40,15,1,15
730,2022-10-12 21:37:28,1627,137,12,10,120
6135,2022-10-05 08:40:27,3329,208,15,7,105
2909,2022-07-29 19:55:23,3566,108,12,2,24
6606,2022-11-03 22:56:28,588,177,14,2,28
3638,2022-08-02 20:42:50,1792,87,18,6,108
7233,2022-10-21 17:26:40,960,169,18,1,18
708,2022-11-05 06:07:14,3106,192,18,4,72
1124,2022-12-10 23:31:03,2768,238,12,1,12
8116,2022-12-17 22:20:54,1099,216,12,8,96
7423,2022-12-05 19:19:04,2165,134,17,6,102
7907,2022-09-26 23:09:26,3016,87,18,3,54
4508,2022-11-22 18:53:39,3134,236,12,6,72
6376,2022-07-13 09:55:53,444,114,18,8,144
1556,2022-07-11 21:09:35,1024,29,18,1,18
4162,2022-10-04 23:17:37,774,112,12,6,72
7184,2022-07-27 21:02:39,2504,233,18,2,36
3627,2022-09-02 22:15:29,1114,75,16,1,16
4457,2022-07-18 19:32:09,3336,1,18,1,18
5073,2022-10-17 23:42:13,1332,59,17,7,119
5298,2022-10-24 21:01:55,1919,67,12,1,12
7576,2022-10-31 22:44:56,3021,193,18,1,18
2177,2022-09-25 14:16:26,2640,22,12,2,24
1181,2022-11-22 22:30:59,3662,170,12,3,36
8816,2022-11-18 20:23:16,88,227,12,9,108
8494,2022-10-10 20:50:39,26,248,16,1,16
3021,2022-07-09 08:13:22,2575,45,16,4,64
6276,2022-10-14 02:31:22,1014,109,12,3,36
7137,2022-10-10 20:47:55,47,155,12,7,84
5116,2022-11-13 20:02:48,88,82,17,2,34
8740,2022-08-09 16:29:52,618,100,18,1,18
1123,2022-08-11 21:54:19,1218,191,15,9,135
9247,2022-10-13 22:27:13,97,126,12,3,36
6494,2022-10-08 22:35:01,718,142,16,1,16
6467,2022-07-13 15:23:20,672,215,17,3,51
5335,2022-09-11 20:17:28,2709,198,12,2,24
3564,2022-09-07 03:31:32,1027,168,17,4,68
2103,2022-07-01 06:09:06,2675,140,17,6,102
6832,2022-12-30 22:33:52,2702,203,12,4,48
2537,2022-09-05 04:09:33,1052,52,17,2,34
6312,2022-09-15 23:18:28,2349,233,18,7,126
8990,2022-07-22 23:32:33,3843,109,12,1,12
694,2022-11-30 07:05:05,291,202,12,3,36
6230,2022-07-14 22:58:52,2925,107,12,6,72
5816,2022-08-02 19:16:54,2067,103,12,1,12
7865,2022-09-22 10:36:27,3480,242,12,1,12
4570,2022-09-04 23:08:46,2170,188,18,1,18
3594,2022-07-21 20:30:24,2813,250,17,2,34
1663,2022-10-29 19:03:53,1178,218,18,4,72
436,2022-07-18 15:46:06,3230,151,12,3,36
6437,2022-07-07 12:26:02,746,62,17,8,136
7689,2022-09-28 23:40:12,2563,193,18,3,54
4243,2022-12-29 21:17:48,2068,51,18,7,126
2138,2022-11-22 09:49:33,1830,187,15,1,15
8072,2022-07-22 20:39:50,2925,37,18,4,72
3705,2022-08-05 19:12:57,1021,156,18,5,90
7132,2022-11-20 23:48:49,852,144,12,2,24
8774,2022-07-16 17:56:01,1733,116,15,7,105
1651,2022-11-12 02:46:41,2074,12,12,2,24
396,2022-11-19 22:44:25,1581,9,17,3,51
1081,2022-12-14 21:55:28,3699,46,17,4,68
3293,2022-12-09 19:35:51,1200,128,12,3,36
5256,2022-09-06 12:24:16,3050,181,12,4,48
7936,2022-10-10 21:10:20,2783,237,17,1,17
4364,2022-10-14 20:42:32,3922,225,12,1,12
3072,2022-10-06 19:57:45,3528,9,17,3,51
1544,2022-10-15 20:22:27,2509,174,12,8,96
9521,2022-11-05 00:50:51,574,206,16,4,64
6482,2022-09-03 12:27:42,1839,202,12,1,12
9569,2022-07-27 23:20:34,1777,12,12,5,60
1173,2022-07-08 04:09:00,3839,139,12,5,60
3561,2022-11-21 23:46:24,2917,43,12,1,12
150,2022-08-30 22:46:23,1506,163,12,3,36
6499,2022-11-06 20:05:44,2523,235,18,4,72
6577,2022-08-25 20:19:17,1887,54,17,2,34
5624,2022-09-15 23:21:44,707,134,17,5,85
9405,2022-08-16 10:36:32,419,156,18,2,36
1334,2022-08-31 20:02:43,742,76,15,1,15
7381,2022-07-08 03:16:19,3038,236,12,4,48
8138,2022-07-28 23:11:02,2937,103,12,3,36
4213,2022-12-05 21:57:20,3732,117,12,2,24
9454,2022-12-25 23:17:46,3251,142,16,3,48
8325,2022-11-15 21:39:33,488,48,12,5,60
5020,2022-11-05 23:22:46,830,238,12,1,12
3618,2022-12-16 21:14:33,2781,38,15,5,75
2017,2022-11-01 19:42:29,800,101,12,3,36
8548,2022-11-23 22:43:46,44,83,16,2,32
8638,2022-08-20 07:42:04,3739,29,18,5,90
2784,2022-08-02 23:14:14,67,154,14,6,84
5325,2022-12-23 20:25:47,1110,248,16,1,16
147,2022-12-29 21:41:50,927,3,18,2,36
4423,2022-10-17 21:33:41,1260,163,12,2,24
7678,2022-12-02 23:25:47,1613,193,18,9,162
1711,2022-10-26 08:16:39,2476,81,18,4,72
5097,2022-11-15 19:16:27,1164,153,18,9,162
6210,2022-09-24 12:00:13,3509,169,18,4,72
9268,2022-09-24 19:32:43,3572,142,16,7,112
3269,2022-10-10 22:07:20,526,175,12,2,24
3585,2022-07-03 21:05:33,1495,234,18,8,144
6765,2022-12-25 23:02:13,1330,85,18,3,54
2680,2022-08-21 20:53:33,979,208,15,2,30
3846,2022-07-14 23:08:35,419,30,12,2,24
8892,2022-11-05 23:56:37,1925,57,12,1,12
8517,2022-11-16 08:51:12,101,189,15,4,60
9952,2022-11-26 19:39:24,1358,210,18,5,90
5694,2022-09-19 15:10:16,1880,200,17,1,17
7848,2022-12-16 22:07:19,3355,88,15,4,60
993,2022-09-02 21:41:47,714,3,18,1,18
5237,2022-08-10 19:13:20,3967,171,17,2,34
4871,2022-12-12 21:40:56,851,100,18,5,90
4902,2022-08-15 16:29:03,661,8,12,6,72
9005,2022-09-22 04:35:08,1005,127,15,2,30
8186,2022-07-29 21:02:18,553,43,12,1,12
5128,2022-10-10 21:02:11,3254,115,14,3,42
9023,2022-12-02 19:37:01,1610,84,17,1,17
7587,2022-08-11 21:30:32,3192,224,12,10,120
1155,2022-09-11 19:44:14,450,150,12,3,36
3181,2022-11-26 09:28:47,3571,23,18,7,126
2253,2022-10-21 23:32:39,2074,187,15,2,30
6828,2022-12-05 22:59:48,3399,19,12,3,36
7300,2022-12-07 02:11:21,1274,230,12,2,24
7902,2022-07-02 20:51:47,2044,185,18,3,54
1237,2022-12-31 22:10:16,2283,108,12,4,48
9670,2022-07-24 21:48:59,3965,192,18,4,72
9187,2022-08-09 19:11:31,1571,39,15,5,75
4377,2022-10-19 08:45:59,143,83,16,1,16
3273,2022-10-13 22:52:36,1182,78,17,2,34
6749,2022-08-10 05:34:43,3020,17,12,3,36
6345,2022-11-10 22:01:06,2079,17,12,12,144
1042,2022-12-12 20:31:08,758,17,12,1,12
5370,2022-08-14 20:25:18,2694,128,12,1,12
3689,2022-11-07 21:45:32,839,42,12,4,48
6308,2022-07-08 19:27:44,2984,170,12,1,12
5558,2022-07-01 22:49:05,1181,186,18,5,90
9647,2022-08-13 19:55:12,648,80,18,3,54
6008,2022-08-10 23:18:01,2981,63,17,4,68
8323,2022-10-14 23:34:04,2731,196,17,5,85
1476,2022-12-29 19:45:22,474,109,12,1,12
4958,2022-08-14 21:58:33,451,2,17,3,51
1911,2022-10-20 10:33:12,3874,104,18,6,108
597,2022-10-31 20:57:36,1954,174,12,3,36
7752,2022-08-29 07:41:46,3558,11,12,11,132
4830,2022-07-11 18:27:38,214,189,15,8,120
9292,2022-11-11 06:59:37,3593,249,18,5,90
5177,2022-12-19 09:58:59,3790,94,12,2,24
6820,2022-08-04 21:24:01,1814,89,12,4,48
4489,2022-07-03 22:42:03,2467,122,12,4,48
774,2022-07-20 07:08:46,3740,33,17,3,51
4113,2022-10-09 07:17:32,3654,214,12,2,24
7138,2022-09-07 20:23:17,1336,243,12,2,24
6226,2022-08-12 11:12:03,484,84,17,3,51
2373,2022-12-24 19:12:53,2898,88,15,2,30
4552,2022-08-23 23:13:04,459,208,15,4,60
1302,2022-08-18 19:00:36,2119,130,12,6,72
6720,2022-09-30 23:02:24,1865,44,15,3,45
8564,2022-09-12 20:36:56,873,189,15,6,90
1095,2022-08-26 23:35:15,208,235,18,4,72
7345,2022-09-23 21:54:40,655,64,14,2,28
3249,2022-10-23 21:22:45,1213,115,14,2,28
4965,2022-10-23 20:08:10,2748,87,18,2,36
4854,2022-12-26 21:55:41,2547,146,16,2,32
8119,2022-08-15 20:12:20,3802,124,18,1,18
7212,2022-07-18 22:22:21,3573,166,16,2,32
1202,2022-08-12 19:19:31,578,165,17,2,34
5497,2022-07-29 21:55:45,2062,178,14,1,14
7088,2022-09-06 15:06:01,3714,235,18,3,54
668,2022-12-05 00:15:59,3656,246,18,3,54
7282,2022-08-26 17:48:14,3907,4,12,3,36
9684,2022-12-24 19:59:22,1052,2,17,1,17
4509,2022-08-29 22:34:02,2161,109,12,3,36
2769,2022-11-14 23:29:08,825,94,12,5,60
228,2022-11-14 13:33:38,2316,57,12,2,24
1443,2022-07-25 14:12:18,2668,166,16,7,112
8025,2022-08-14 16:49:32,488,185,18,5,90
1122,2022-09-11 06:46:50,6,85,18,11,198
4900,2022-09-09 22:52:00,2971,175,12,6,72
4805,2022-12-09 21:26:39,2775,54,17,3,51
5772,2022-07-10 12:14:08,3866,91,17,6,102
9872,2022-12-12 23:29:12,3832,91,17,2,34
918,2022-09-17 17:34:39,2536,106,17,3,51
1027,2022-12-19 20:20:07,2989,135,12,6,72
3651,2022-08-25 19:02:32,2291,241,14,2,28
2767,2022-11-05 21:28:44,3097,24,17,3,51
2978,2022-08-07 05:20:53,1819,217,12,4,48
5251,2022-07-23 09:09:27,3421,56,18,7,126
359,2022-12-05 09:42:28,3560,112,12,4,48
6986,2022-08-07 19:27:36,2119,62,17,4,68
3302,2022-12-16 18:52:18,1163,87,18,1,18
9478,2022-10-17 19:14:18,2547,163,12,2,24
1338,2022-08-02 22:09:03,963,238,12,5,60
7207,2022-11-09 19:38:37,1018,193,18,3,54
8137,2022-09-08 20:33:39,3222,56,18,4,72
5190,2022-12-28 02:24:49,813,39,15,2,30
4039,2022-07-06 20:11:17,831,97,12,5,60
6076,2022-08-13 17:01:54,724,162,12,2,24
2023,2022-11-16 19:35:34,96,243,12,3,36
9415,2022-08-08 21:32:50,2938,192,18,4,72
2355,2022-09-05 23:29:48,3863,136,18,4,72
8626,2022-08-10 09:05:02,403,248,16,3,48
8512,2022-09-13 23:19:18,2630,189,15,3,45
5346,2022-07-22 23:43:56,1774,9,17,6,102
6885,2022-07-19 21:10:42,854,26,14,2,28
8888,2022-11-04 20:07:46,3502,139,12,2,24
950,2022-08-15 22:42:10,3215,52,17,2,34
7474,2022-07-19 22:48:54,1353,4,12,3,36
2835,2022-08-11 23:31:38,1329,68,12,13,156
9444,2022-07-04 23:04:46,3636,45,16,5,80
6221,2022-12-24 19:03:43,2130,126,12,1,12
152,2022-08-21 20:01:12,41,143,15,10,150
5544,2022-11-24 21:22:13,3997,216,12,2,24
8221,2022-08-21 22:34:32,1699,163,12,3,36
1899,2022-11-06 20:49:50,2046,133,17,10,170
8330,2022-10-14 20:10:26,2456,114,18,4,72
9943,2022-10-21 05:46:53,2868,192,18,1,18
4963,2022-12-27 17:40:54,1502,85,18,3,54
2139,2022-09-02 23:27:56,2907,151,12,8,96
5220,2022-08-17 23:41:50,2903,222,18,5,90
1493,2022-08-27 19:06:44,1652,184,12,6,72
7065,2022-12-09 23:48:40,1726,147,12,4,48
3536,2022-12-28 19:47:39,890,207,12,5,60
6072,2022-09-05 23:55:52,3570,55,12,1,12
3193,2022-12-07 09:36:57,2243,30,12,3,36
761,2022-12-22 21:18:13,3966,249,18,2,36
8712,2022-09-08 05:25:51,604,249,18,4,72
2842,2022-08-25 23:51:49,736,54,17,3,51
1898,2022-10-03 21:37:30,612,165,17,4,68
8327,2022-11-28 13:57:32,260,202,12,10,120
4204,2022-08-13 22:53:58,2908,37,18,1,18
633,2022-09-08 20:02:07,1320,238,12,4,48
4790,2022-08-08 19:02:35,2103,182,17,1,17
2012,2022-09-03 14:01:10,73,73,12,3,36
5168,2022-09-07 18:10:58,1544,139,12,4,48
2018,2022-11-18 23:10:17,2293,80,18,4,72
2213,2022-10-15 21:45:47,1602,75,16,2,32
364,2022-08-03 04:37:12,2064,165,17,5,85
4003,2022-12-31 23:53:09,2650,45,16,2,32
5485,2022-09-13 13:08:54,2102,191,15,6,90
808,2022-09-26 21:36:45,2988,233,18,3,54
4216,2022-09-21 02:26:20,1656,247,12,4,48
983,2022-11-25 19:19:34,2918,216,12,2,24
5082,2022-10-28 22:21:35,1000,185,18,5,90
8083,2022-11-20 23:02:20,2898,197,12,7,84
1994,2022-10-10 04:36:55,85,5,12,3,36
2455,2022-12-24 15:16:59,1848,175,12,1,12
7071,2022-12-25 15:42:38,3281,174,12,2,24
8170,2022-11-11 22:49:47,2746,132,15,2,30
8655,2022-07-21 19:07:34,2170,76,15,2,30
6954,2022-11-20 03:16:07,2007,109,12,3,36
4714,2022-09-23 20:10:24,2081,59,17,2,34
9738,2022-08-14 21:55:34,2097,72,18,5,90
6205,2022-10-03 18:06:48,2096,58,15,2,30
7574,2022-10-16 23:06:51,2023,106,17,6,102
4345,2022-10-21 23:03:40,927,150,12,5,60
6978,2022-11-07 19:41:55,3450,71,18,3,54
1105,2022-08-24 21:27:39,2108,215,17,4,68
8833,2022-11-14 20:31:15,1486,11,12,4,48
1817,2022-11-29 08:13:28,2723,206,16,6,96
3496,2022-07-26 19:57:38,2005,83,16,8,128
1070,2022-10-20 20:40:29,1069,176,15,1,15
5179,2022-12-16 22:16:40,268,16,18,3,54
331,2022-09-04 11:57:25,618,121,17,2,34
2705,2022-08-10 19:21:04,2384,44,15,6,90
6525,2022-07-15 22:51:23,2347,41,12,6,72
7661,2022-08-07 08:58:51,589,222,18,7,126
1861,2022-11-26 04:04:03,1846,119,15,2,30
5882,2022-11-30 23:45:58,3887,51,18,3,54
6380,2022-07-18 23:16:12,2245,179,12,2,24
6743,2022-10-17 22:24:10,3987,172,17,5,85
4452,2022-12-28 22:19:38,1508,85,18,7,126
7526,2022-11-15 19:10:04,2714,130,12,2,24
9481,2022-08-28 23:14:34,202,8,12,9,108
6118,2022-09-18 23:31:13,2857,171,17,7,119
5655,2022-10-22 23:12:04,3444,7,17,3,51
858,2022-09-30 22:25:25,4,154,14,1,14
8450,2022-08-21 23:24:35,1417,234,18,3,54
8849,2022-08-03 22:31:17,329,219,18,3,54
4046,2022-08-05 11:33:11,2999,117,12,9,108
1869,2022-08-30 01:56:26,1432,100,18,7,126
8700,2022-08-08 22:50:10,2686,42,12,2,24
5905,2022-07-04 22:05:06,759,44,15,1,15
4314,2022-11-01 20:42:56,3742,11,12,2,24
3281,2022-08-04 20:44:40,855,224,12,1,12
2270,2022-10-28 22:00:46,3107,100,18,2,36
784,2022-11-30 19:47:47,3782,54,17,8,136
9879,2022-09-05 20:37:54,1226,203,12,1,12
9177,2022-08-20 12:53:50,2546,184,12,2,24
5787,2022-09-17 13:42:18,574,226,12,1,12
9485,2022-11-27 19:50:10,3634,46,17,6,102
6000,2022-11-26 18:23:52,307,200,17,11,187
3491,2022-08-03 22:25:20,172,129,12,7,84
2310,2022-09-25 22:49:30,1185,218,18,3,54
3583,2022-12-08 08:43:54,1673,171,17,2,34
3823,2022-07-03 21:45:38,3102,67,12,5,60
9194,2022-09-01 19:55:44,1541,57,12,6,72
7322,2022-12-05 08:48:00,3072,35,12,9,108
4817,2022-08-21 22:49:57,1414,67,12,3,36
3359,2022-08-27 21:22:04,2569,215,17,3,51
2704,2022-09-25 22:35:07,798,148,18,3,54
4723,2022-10-25 23:39:07,2044,88,15,1,15
5109,2022-09-30 11:56:27,2846,101,12,3,36
2707,2022-12-04 19:01:56,814,64,14,4,56
1987,2022-10-27 22:40:38,623,109,12,3,36
9221,2022-08-23 17:42:39,560,149,17,1,17
7319,2022-12-13 23:15:23,3222,58,15,5,75
7346,2022-12-29 22:03:14,230,140,17,5,85
5900,2022-12-30 21:57:38,2506,205,12,2,24
3998,2022-08-12 05:07:00,3709,86,12,1,12
8057,2022-11-20 22:18:36,3323,244,12,7,84
6948,2022-09-14 19:44:18,2272,244,12,2,24
5667,2022-08-02 10:02:01,2159,59,17,8,136
4551,2022-11-21 19:15:12,2571,165,17,5,85
8906,2022-10-31 21:40:48,2209,20,12,3,36
6983,2022-11-12 04:54:13,309,229,17,2,34
540,2022-10-02 21:02:39,983,166,16,5,80
9524,2022-12-08 19:08:18,590,149,17,3,51
2660,2022-07-23 20:50:52,1786,113,18,3,54
9065,2022-07-05 01:25:32,1787,46,17,5,85
7371,2022-11-14 21:51:40,1301,9,17,3,51
5921,2022-12-10 12:05:24,581,46,17,4,68
9502,2022-08-21 22:09:50,2808,250,17,5,85
2440,2022-08-30 13:35:19,3806,139,12,4,48
8441,2022-12-03 12:17:05,1543,244,12,6,72
3967,2022-08-18 22:49:20,2285,49,12,4,48
3356,2022-09-11 20:51:00,3335,139,12,7,84
8279,2022-12-17 20:01:56,366,166,16,7,112
6219,2022-07-03 12:40:27,2212,126,12,2,24
2638,2022-08-12 23:53:40,3073,218,18,3,54
9742,2022-10-24 20:56:42,3279,39,15,4,60
3829,2022-11-03 21:11:41,478,88,15,1,15
1029,2022-08-30 20:11:27,567,74,14,9,126
4359,2022-08-06 03:46:11,1401,245,18,5,90
4079,2022-08-12 22:14:56,1014,147,12,6,72
1001,2022-10-28 23:30:55,505,35,12,6,72
4275,2022-11-15 20:10:18,3412,196,17,3,51
5040,2022-09-01 03:02:46,3301,48,12,8,96
2120,2022-08-28 21:52:54,786,105,12,1,12
5161,2022-08-26 20:28:08,1757,111,17,4,68
3995,2022-09-12 23:19:16,724,236,12,1,12
4031,2022-08-22 21:26:48,27,39,15,6,90
9260,2022-12-25 19:41:02,3043,31,18,1,18
9818,2022-09-01 14:08:43,2387,205,12,1,12
6110,2022-08-08 23:29:29,2318,185,18,3,54
1837,2022-12-09 19:29:52,3434,111,17,8,136
7191,2022-10-08 21:29:11,684,9,17,6,102
8189,2022-09-29 06:11:28,1287,226,12,1,12
5643,2022-12-27 20:33:27,1460,162,12,2,24
2747,2022-08-21 19:44:04,2794,11,12,6,72
723,2022-09-01 22:26:09,657,36,18,4,72
4054,2022-10-13 23:41:47,3354,116,15,9,135
6125,2022-12-18 23:42:39,3929,213,12,3,36
1604,2022-09-30 23:26:32,2787,122,12,7,84
7814,2022-09-25 20:31:21,2425,112,12,3,36
9643,2022-12-31 19:01:00,2226,232,12,9,108
5068,2022-11-27 20:39:53,3450,171,17,5,85
7011,2022-12-01 15:31:10,186,69,14,3,42
9031,2022-08-18 06:10:29,3946,232,12,4,48
7268,2022-09-26 10:42:45,2953,212,18,8,144
6780,2022-07-23 20:59:01,697,230,12,7,84
2030,2022-07-27 23:13:18,1474,153,18,3,54
9934,2022-09-19 00:46:58,3103,212,18,2,36
7542,2022-10-04 06:13:12,502,11,12,6,72
1459,2022-09-06 21:51:18,2734,76,15,5,75
6111,2022-10-05 23:30:15,2844,60,12,2,24
7123,2022-12-23 15:16:39,1169,121,17,5,85
7577,2022-11-10 16:57:38,2399,60,12,3,36
7824,2022-08-11 21:16:21,229,226,12,4,48
4527,2022-08-05 22:39:34,2208,165,17,10,170
377,2022-07-04 20:14:54,3341,145,17,4,68
3792,2022-07-11 22:16:27,1774,172,17,5,85
6678,2022-11-01 22:51:15,1154,124,18,3,54
4208,2022-08-07 19:08:15,337,38,15,6,90
9645,2022-07-18 22:31:57,268,98,18,3,54
8016,2022-12-12 13:45:30,3176,158,12,2,24
4008,2022-12-20 20:56:40,2598,133,17,2,34
6709,2022-07-14 20:30:53,2116,193,18,3,54
982,2022-07-08 17:59:27,2011,92,18,1,18
9986,2022-09-17 22:11:43,2764,186,18,3,54
5776,2022-10-29 21:00:19,2634,86,12,1,12
7316,2022-12-08 22:07:12,3242,71,18,3,54
8730,2022-07-28 09:48:21,402,99,18,2,36
3451,2022-09-18 20:49:17,3547,142,16,5,80
5867,2022-10-17 23:37:00,3535,48,12,3,36
8616,2022-09-07 19:05:01,2044,241,14,2,28
5085,2022-09-24 23:03:54,3602,153,18,2,36
8349,2022-12-22 05:51:49,3746,122,12,3,36
4572,2022-10-12 21:05:21,1510,102,14,3,42
3906,2022-11-27 20:40:23,3387,10,18,6,108
8183,2022-07-20 23:38:39,1827,97,12,6,72
1830,2022-10-25 00:28:08,2019,66,15,4,60
1718,2022-10-15 23:57:30,3187,56,18,1,18
8039,2022-07-16 21:31:19,3361,204,14,9,126
6602,2022-12-03 07:52:29,259,142,16,5,80
3919,2022-09-04 16:42:44,485,15,14,1,14
7458,2022-12-14 15:25:48,1605,23,18,1,18
8575,2022-10-22 20:24:36,59,136,18,1,18
2352,2022-08-11 11:01:35,1475,10,18,9,162
1959,2022-08-05 03:23:52,2009,51,18,2,36
5657,2022-09-17 17:13:12,1345,125,15,4,60
9146,2022-11-26 17:11:33,736,250,17,2,34
